98,83,33,70,92,36,46,23,71,6,61,89,70,3,92,100,87,56,47,18,41,28,87,34,29,9,17,17,65,39,71,67,47,6,83,59,46,44,62,81,97,92,7,59,86,27,6,67,40,86,20,10,37,62,83,96,41,52,94,68,57,3,97,25,89,6,93,97,94,21,63,15,95,70,78,76,56,49,83,29,36,68,26,82,40,27,67,90,19,14,85,0,99,88,9,70,94,87,99,88,95,12,62,75,48,5,80,83,67,39,4,17,34,53,41,53,54,72,100,56,94,95,34,3,100,75,80,3,68,84,52,71,11,24,15,66,13,81,87,66,79,90,4,68,72,68,83,2,30,35,6,43,41,17,71,79,53,96,39,74,45,13,3,91,19,78,0,68,26,100,33,42,6,10,95,45,25,52,19,86,78,79,15,88,97,28,42,92,76,88,78,30,61,87,6,40,75,85,11,81,71,77,26,63,29,16,68,54,90,79,18,1,94,85,61,83,82,38,97,54,11,73,62,81,11,12,77,76,90,65,71,72,3,29,16,61,88,26,65,51,63,26,39,27,47,90,85,51,32,95,2,75,11,52,34,74,51,8,86,7,20,20,94,32,14,39,38,7,66,13,81,29,19,41,50,62,97,17,62,41,37,65,39,22,83,94,24,98,37,49,21,33,31,43,19,15,93,23,41,66,45,19,86,46,44,40,38,11,95,26,61,11,18,56,65,80,22,71,60,16,16,93,27,33,20,91,95,61,20,70,12,27,13,59,66,75,82,46,15,30,62,69,57,76,96,86,94,70,39,93,61,85,27,25,89,21,80,0,37,2,8,63,49,87,94,93,86,20,65,60,46,86,13,94,69,81,50,4,43,3,100,79,65,51,87,55,37,74,69,45,48,79,64,46,61,70,29,24,37,88,26,27,24,2,59,44,67,37,50,94,45,78,77,69,11,60,77,19,76,89,30,96,3,74,68,88,32,32,11,80,7,71,2,94,38,19,54,14,70,62,17,20,97,76,66,2,34,70,3,36,87,65,97,70,61,54,89,61,84,75,76,35,46,49,62,6,7,24,35,8,32,36,10,60,35,51,32,56,54,56,90,78,22,80,3,0,5,41,18,4,82,82,49,39,59,52,55,79,49,80
91,64,86,38,64,88,68,4,74,88,90,46,60,45,64,32,17,80,79,21,2,1,32,16,76,54,99,78,45,27,9,79,47,24,77,81,78,64,60,18,90,13,44,29,90,65,56,86,6,9,44,100,4,80,20,47,94,63,7,52,2,66,88,59,11,91,98,65,98,18,87,76,82,45,4,4,26,69,64,91,99,39,41,80,4,75,22,86,50,66,64,7,96,89,88,35,94,3,36,75,35,1,50,6,61,21,88,25,65,44,74,34,73,22,91,20,0,76,39,7,29,85,28,37,72,58,98,35,6,0,0,1,24,10,24,60,66,26,26,91,67,31,38,17,5,82,33,43,25,37,61,26,90,46,22,97,97,10,67,78,70,7,99,78,5,25,74,40,37,54,86,22,87,46,79,96,73,67,31,75,22,88,3,6,54,92,1,86,48,35,60,57,70,58,25,34,18,97,83,84,88,62,63,41,16,20,3,99,65,94,0,64,36,91,24,56,94,30,19,26,63,48,83,78,64,9,51,12,7,58,78,54,35,89,26,21,41,89,95,30,28,79,8,77,44,44,89,66,86,55,48,37,0,86,92,63,47,64,22,2,38,59,4,3,15,69,82,63,6,74,36,81,52,100,8,85,7,54,40,31,100,0,25,40,41,84,83,33,32,90,72,21,62,90,22,84,44,48,94,66,1,51,13,99,5,19,73,44,35,6,7,15,16,4,31,62,83,43,30,62,88,38,47,17,11,45,64,74,67,49,12,82,85,73,4,68,69,12,44,0,79,62,33,10,6,69,46,69,39,9,31,84,90,52,67,24,86,96,1,45,99,84,48,42,8,94,68,6,15,53,25,39,21,39,22,94,32,77,29,51,63,55,64,28,24,67,86,2,94,30,0,66,24,89,96,95,25,65,42,26,35,28,77,32,34,17,7,53,44,15,24,52,93,98,99,49,13,81,99,91,23,54,9,16,55,64,60,16,21,57,48,90,54,26,25,95,86,50,65,34,66,80,89,26,67,66,31,0,14,81,83,11,38,66,70,73,9,37,22,3,20,39,69,42,82,30,13,92,1,8,90,48,11,0,20,55,93,55,27,61,9,22,99,83,49,6,22,73,99,45,20,53,10,97,83,3,22,86,99,7
87,26,73,34,90,24,26,17,43,82,64,24,30,75,44,6,15,24,1,83,12,37,82,77,39,52,61,3,63,84,37,19,10,81,51,46,52,99,33,50,76,34,50,45,72,37,33,98,56,62,11,57,19,43,58,68,9,17,83,63,46,61,91,69,68,48,63,13,94,60,59,8,16,38,56,12,76,80,57,37,76,52,2,9,59,36,8,63,23,4,34,67,69,53,91,5,2,6,1,28,71,20,32,56,1,11,71,96,6,21,48,65,86,21,12,4,73,52,37,28,74,47,5,71,36,65,95,7,18,48,70,13,4,1,61,19,45,76,61,86,80,44,57,67,6,93,5,48,4,11,8,58,48,38,27,10,72,44,38,51,76,82,65,10,82,12,100,32,73,10,26,58,3,19,38,20,39,51,4,50,79,39,61,35,39,1,17,3,95,30,82,83,1,31,35,83,40,66,79,23,84,7,75,1,88,68,79,0,29,66,59,2,66,37,68,69,25,87,88,86,13,23,97,72,56,63,45,91,10,88,58,62,48,0,96,81,52,79,97,64,84,37,18,42,25,27,94,2,19,24,18,47,87,89,17,70,4,30,15,97,62,87,93,79,42,72,32,31,80,61,7,72,74,59,26,94,55,5,69,77,88,40,9,31,82,69,32,30,87,10,83,86,43,35,26,18,18,32,56,25,35,71,65,60,18,66,71,5,55,60,82,7,75,10,64,86,19,46,14,19,56,30,3,20,48,80,100,100,15,87,4,96,64,4,77,65,55,10,62,93,7,2,79,18,79,88,14,35,24,50,45,94,74,92,70,3,40,26,21,33,39,13,78,24,54,65,52,60,10,73,35,12,92,88,54,80,9,88,55,100,36,39,53,39,70,57,16,14,85,14,45,54,94,98,10,89,46,89,74,97,98,83,38,62,72,68,55,59,99,56,86,88,86,37,54,27,18,75,30,63,11,9,41,54,77,3,86,61,64,21,16,60,4,63,81,35,77,35,90,98,71,47,34,8,20,97,8,77,66,58,90,98,66,76,94,11,95,49,47,37,92,95,80,89,7,97,81,4,82,65,84,22,10,81,94,51,79,32,80,90,86,15,23,96,96,44,65,43,57,4,32,3,53,12,54,22,88,92,52,57
88,83,28,84,80,57,60,15,24,4,62,51,14,38,12,34,83,94,31,33,96,64,95,60,90,50,60,95,19,21,97,36,10,99,98,72,1,28,0,50,57,84,72,81,64,56,29,8,60,12,54,38,12,51,56,38,85,8,6,93,76,100,39,99,81,40,94,99,80,28,16,20,61,45,23,0,5,34,13,6,53,14,84,0,77,20,73,81,14,13,99,15,0,75,90,51,4,55,10,7,79,88,92,35,92,10,90,30,61,82,15,16,38,80,75,94,61,8,14,62,100,75,23,33,29,73,90,69,1,20,46,61,18,57,68,19,17,1,38,78,92,2,7,57,21,59,3,52,17,25,45,93,25,50,44,64,68,10,32,1,65,33,7,0,44,70,59,43,92,81,61,81,97,89,32,23,58,96,8,62,20,56,97,79,66,93,97,9,6,43,85,99,38,98,53,24,21,75,95,59,39,75,8,12,17,87,92,13,23,30,22,27,94,69,94,7,67,69,64,72,91,20,24,26,33,10,32,78,79,60,20,35,13,73,98,89,13,96,85,20,8,57,69,89,0,96,27,75,99,30,84,42,87,50,13,67,37,80,3,9,33,94,17,99,98,36,25,6,5,97,74,77,63,56,42,82,23,27,55,68,51,2,86,94,85,57,12,3,74,0,55,24,24,41,14,59,10,22,39,7,33,20,71,68,77,8,37,77,69,64,70,9,49,29,84,82,97,80,33,69,20,15,59,77,25,87,95,87,23,67,90,61,87,24,45,83,52,84,88,94,73,39,40,64,68,58,35,31,1,36,92,98,49,63,5,64,40,76,88,57,53,96,70,93,24,91,26,74,32,98,49,97,74,35,10,86,46,76,64,78,60,9,97,50,16,11,15,61,4,83,99,29,17,83,88,14,100,23,34,70,84,28,100,64,39,25,64,81,37,18,10,83,12,42,9,79,15,31,20,88,79,80,54,74,47,46,48,18,14,28,2,72,57,20,65,37,89,23,97,54,44,56,89,74,87,61,7,69,43,46,9,52,46,83,46,92,100,100,94,17,95,79,23,15,36,94,88,71,95,94,39,45,12,83,21,47,54,51,35,4,26,65,84,75,51,1,81,7,80,81,19,24,70,47,88,86,60,62,13,99
20,42,86,2,53,29,18,92,78,68,66,52,28,79,20,66,27,28,41,82,30,17,16,56,7,63,39,98,8,46,87,57,13,15,17,55,34,90,24,98,10,70,3,73,62,15,88,69,41,85,8,42,7,92,70,19,38,64,70,99,17,44,26,9,54,47,88,100,23,13,3,89,96,23,15,66,55,29,50,66,74,20,85,98,35,90,92,74,36,91,91,8,53,36,78,4,31,66,30,53,9,97,36,41,98,73,13,37,37,98,84,14,6,47,62,31,20,1,31,24,57,51,11,66,61,34,52,24,11,82,53,74,75,2,81,81,40,41,27,70,96,76,44,70,82,61,93,89,15,71,87,47,66,59,46,55,44,31,61,95,75,56,33,82,27,34,78,95,48,77,4,38,98,31,87,85,33,39,7,74,25,82,39,56,59,100,37,18,37,62,32,43,45,0,41,0,91,11,91,45,11,89,60,26,6,56,60,89,77,80,80,75,89,63,59,6,83,54,80,40,28,66,54,22,89,94,72,78,64,11,64,36,37,65,82,69,49,38,58,58,95,6,98,51,32,60,92,34,1,4,2,54,10,54,99,2,33,42,56,94,85,86,35,60,7,2,39,14,41,73,54,53,45,46,5,12,90,24,80,15,80,85,64,58,34,49,63,47,25,16,7,52,25,19,45,51,70,12,57,18,98,4,47,65,50,46,61,26,79,96,97,26,62,43,55,24,20,19,3,21,20,0,89,55,6,2,10,60,47,9,56,87,39,59,11,2,39,87,54,87,60,10,89,70,11,13,19,92,45,28,51,85,14,9,73,28,69,11,62,23,14,96,99,90,56,71,16,42,45,77,57,73,47,46,72,42,24,79,60,33,13,4,70,88,93,44,45,11,97,83,95,68,88,67,40,8,87,32,34,63,98,28,94,96,13,50,64,74,88,91,87,47,42,49,98,27,24,32,55,47,88,90,99,40,56,66,18,43,46,50,17,88,71,31,14,15,47,91,19,2,77,57,6,0,22,86,92,34,43,84,85,92,40,66,11,15,27,13,9,39,81,50,67,62,83,87,46,47,53,68,89,66,86,55,79,5,7,94,38,12,11,1,63,12,26,29,70,26,32,33,87,13,77,83,98,64,4,41,24,83
3,33,75,9,44,57,36,98,46,24,8,11,37,57,79,64,33,60,38,52,64,7,65,76,67,69,88,45,8,98,87,53,18,11,62,2,17,48,41,82,23,90,26,34,4,0,50,14,26,89,1,33,52,0,26,21,7,50,61,68,45,32,67,99,42,81,30,18,100,14,53,23,31,65,58,85,1,96,71,63,62,55,0,66,20,48,83,28,6,7,56,30,56,61,33,52,71,93,7,7,83,28,96,53,12,20,17,24,27,44,16,82,50,33,20,1,65,16,69,6,10,20,9,82,41,24,88,48,24,35,79,85,55,44,21,34,53,39,26,87,16,84,3,34,2,2,93,29,14,95,79,53,61,66,63,59,11,11,48,35,80,79,89,1,23,46,41,44,79,13,9,5,87,40,28,4,38,67,42,66,72,67,24,89,79,14,10,7,52,65,68,41,9,14,73,5,68,52,73,41,17,26,54,80,37,90,91,16,29,23,93,43,24,69,80,48,32,33,1,99,100,5,6,33,37,1,50,16,36,70,77,44,18,82,48,99,74,82,60,36,67,99,10,67,66,78,89,53,53,43,48,61,60,38,73,2,92,88,87,7,90,29,14,35,86,54,27,27,26,39,1,28,61,60,15,31,85,50,37,96,47,2,43,29,5,4,96,98,37,22,74,59,14,62,40,24,83,89,39,17,2,40,10,67,16,55,82,89,88,30,13,29,95,86,66,48,31,61,91,30,91,75,48,24,47,97,81,95,63,84,35,100,23,0,8,66,58,55,44,73,81,71,61,96,97,58,88,11,7,49,40,38,83,37,68,77,19,72,40,24,88,89,63,36,23,7,73,87,76,77,73,6,58,93,62,18,4,61,93,28,95,80,1,42,83,17,61,97,31,91,2,70,95,23,66,62,15,21,98,85,37,2,16,56,39,36,11,58,39,12,71,47,25,51,3,26,94,11,69,9,54,55,49,1,70,34,36,88,30,17,7,71,91,20,74,5,61,11,22,90,90,16,25,95,93,61,23,81,29,26,8,2,92,37,97,64,15,33,54,59,62,75,54,84,95,50,15,96,22,39,98,59,28,4,47,44,70,59,5,11,74,98,59,94,2,10,82,18,92,55,9,90,58,76,49,2,2,95,38,36
19,51,27,55,69,66,79,36,24,27,62,36,92,54,80,54,27,58,57,29,29,29,37,97,50,79,63,6,4,45,45,84,33,65,42,77,55,13,59,53,61,88,38,32,76,30,59,8,88,23,30,70,22,93,23,15,99,43,27,20,1,22,67,100,83,26,37,87,3,17,11,59,6,63,63,10,53,69,36,45,54,53,20,17,25,86,55,41,13,86,39,62,23,28,63,72,13,3,30,49,88,14,94,48,18,79,2,25,26,56,79,48,29,30,51,10,44,72,3,3,18,4,96,75,19,74,15,16,63,86,19,59,70,70,82,53,27,93,88,24,52,54,95,69,21,49,32,2,5,23,45,99,89,3,68,96,25,12,59,19,17,52,57,80,48,37,8,4,33,24,11,67,62,44,78,84,91,15,63,18,0,40,97,56,28,1,11,24,56,22,85,95,11,6,37,66,80,57,55,5,52,8,26,83,70,65,34,27,9,92,29,45,69,64,24,3,67,49,48,75,62,19,58,81,88,39,2,8,93,38,6,40,2,9,42,42,3,86,99,70,82,50,66,73,32,45,62,71,10,84,55,6,41,47,84,40,30,63,56,67,98,19,75,68,26,58,62,11,49,54,67,13,94,36,83,15,63,3,93,42,40,93,57,95,25,79,84,45,17,100,1,80,24,15,35,68,31,62,37,37,94,71,17,48,35,15,8,49,21,50,91,66,56,62,5,52,29,50,87,94,49,15,99,18,76,8,57,73,39,32,33,33,51,49,48,98,85,27,24,18,94,94,8,41,25,68,59,12,53,69,43,77,11,16,79,54,99,35,15,34,93,66,89,16,63,52,60,77,80,76,81,2,80,92,14,4,57,52,23,37,33,75,89,70,83,9,98,48,59,57,91,1,100,11,75,4,30,59,98,84,93,25,88,2,29,74,25,5,31,21,52,22,65,88,29,74,77,67,27,17,48,52,32,95,7,37,38,17,32,94,42,32,59,58,82,48,97,64,69,21,34,81,14,61,19,69,15,42,29,89,49,0,15,32,47,69,67,98,90,48,67,34,99,38,17,85,19,71,74,98,72,49,75,62,73,40,7,25,4,46,18,25,5,21,28,77,10,81,48,83,18,94,99,86,84,20,48,38,86,39
31,46,59,30,13,49,39,90,99,78,70,46,7,4,16,45,44,23,86,51,39,57,25,8,32,82,26,70,33,25,89,51,23,70,80,98,90,6,66,57,62,15,59,2,28,15,98,1,71,74,42,69,38,62,66,66,41,37,57,65,66,2,98,27,97,22,90,88,7,63,76,39,36,67,51,3,51,10,62,56,38,19,93,42,47,20,7,65,36,18,99,76,60,76,53,13,23,20,34,96,65,61,2,20,65,58,53,17,97,57,8,65,51,24,49,72,5,82,0,1,50,96,92,61,31,38,51,58,68,70,81,22,58,99,53,94,22,76,84,75,79,49,44,2,58,13,21,82,35,96,59,68,25,57,64,90,41,43,57,95,77,20,77,31,68,52,71,65,87,23,94,7,34,19,80,60,43,54,63,38,39,75,48,74,68,82,72,63,12,98,7,14,20,66,24,33,86,78,91,98,65,92,20,35,5,87,24,58,21,78,57,19,3,69,43,20,7,35,38,96,43,2,64,52,88,49,84,22,100,35,9,53,42,82,40,67,76,61,12,44,55,75,15,81,30,83,37,92,5,72,76,37,20,78,47,46,71,91,23,89,43,88,31,29,42,15,9,94,40,41,65,27,53,70,68,48,25,53,51,12,75,15,94,77,47,67,33,54,58,73,14,1,25,11,4,58,45,94,74,100,72,24,52,53,100,86,65,91,10,17,68,66,68,21,98,0,72,100,22,33,14,27,0,21,93,93,17,33,64,63,49,84,8,82,82,40,41,50,8,1,51,29,83,82,71,31,35,93,30,16,10,57,38,22,5,37,71,39,8,82,94,80,15,99,45,91,99,40,43,83,18,13,61,95,60,92,27,19,80,71,30,44,64,81,33,36,50,88,10,4,99,73,100,18,9,11,63,64,50,58,83,4,57,87,96,85,21,19,66,29,58,65,39,65,75,75,91,4,29,90,54,97,96,50,99,11,40,27,16,28,52,5,60,49,19,96,57,19,93,41,75,47,35,74,97,41,99,87,68,46,7,5,30,18,68,79,72,86,95,98,45,60,98,3,41,49,62,53,5,47,72,32,27,43,96,18,17,50,91,42,75,80,57,62,44,92,47,57,23,9,40,68,57,55,8,1,76,80,62,6
97,39,42,73,0,1,3,99,73,78,87,91,30,80,82,56,40,62,61,34,4,85,69,8,6,46,81,64,9,27,55,45,81,25,44,35,16,68,15,98,67,100,22,73,42,18,35,8,93,53,73,29,67,59,33,52,54,99,47,3,54,85,40,47,83,86,99,69,98,71,13,78,25,2,65,70,90,100,40,78,98,29,10,17,5,15,5,26,59,25,35,39,32,46,96,83,58,49,59,36,63,49,20,21,52,27,78,3,91,23,82,55,60,4,25,95,16,16,9,4,5,64,29,23,5,71,49,8,17,61,95,6,20,67,37,76,94,58,51,23,84,21,69,80,18,66,85,21,8,81,37,80,76,19,31,29,54,63,17,39,52,43,24,91,42,16,77,81,67,88,28,99,58,63,10,20,49,71,3,48,48,77,78,95,21,73,40,41,52,87,76,12,66,13,8,46,89,85,76,72,67,75,61,14,34,63,68,99,62,48,21,50,73,25,8,5,55,99,8,88,0,85,60,14,6,50,82,82,57,49,89,65,49,42,57,1,23,85,83,57,17,82,25,37,15,82,4,71,65,34,4,22,42,83,81,43,13,76,43,8,11,95,4,17,94,63,62,60,62,61,87,62,7,58,44,29,2,31,34,48,45,5,2,31,83,47,47,46,58,50,93,32,0,66,20,24,75,58,58,7,32,32,51,9,10,2,66,19,51,6,100,75,51,94,61,57,67,4,1,83,83,68,29,52,62,22,76,19,8,36,24,75,67,17,49,100,81,76,9,65,13,45,60,45,66,34,3,49,55,87,74,14,92,68,59,64,34,77,5,39,21,19,99,81,2,70,22,22,32,5,10,100,47,92,75,39,79,96,49,54,56,85,50,40,66,59,96,26,33,22,31,51,84,67,14,91,23,56,49,83,55,51,37,57,94,56,23,94,84,0,56,64,39,1,64,10,80,20,39,21,64,11,26,57,68,98,46,55,12,64,16,98,27,34,54,17,83,28,83,93,21,83,33,3,10,58,12,90,7,96,43,88,70,38,69,32,78,1,77,62,92,30,28,83,97,23,58,17,91,73,11,9,66,86,92,4,84,15,72,26,100,52,50,61,95,65,89,95,98,2,36,21,67,35,94,71,78,73,30,83
68,59,77,31,65,1,4,27,6,35,63,5,61,76,54,62,31,2,29,23,6,93,75,42,47,43,98,76,39,56,5,88,86,24,73,96,4,30,42,38,60,61,38,69,61,92,26,78,29,55,66,53,94,26,8,83,91,88,83,90,19,80,23,11,87,30,64,10,91,86,90,79,30,77,2,94,96,95,23,13,8,94,79,31,35,8,20,39,95,69,94,53,100,48,96,31,0,15,81,28,77,84,76,12,75,74,41,50,86,22,83,5,4,26,29,85,47,17,36,67,77,58,90,53,99,69,80,20,44,76,21,4,58,64,4,83,59,31,8,52,27,58,17,2,83,95,75,74,1,41,62,60,62,27,4,74,99,38,85,41,69,69,55,30,24,82,13,13,0,85,15,10,16,70,97,70,23,2,94,40,7,97,12,0,30,5,25,95,48,90,72,17,62,50,92,66,65,51,43,17,93,12,12,23,47,76,7,55,52,91,3,87,39,58,51,68,17,74,76,8,13,1,53,44,49,58,23,15,55,48,32,97,33,82,56,34,96,29,88,90,10,27,25,60,59,14,47,40,74,13,76,77,44,33,44,64,40,11,28,39,15,19,91,5,89,77,7,96,94,91,84,93,80,87,14,73,3,82,15,96,78,76,32,44,3,71,66,32,72,66,28,64,76,100,32,31,99,37,57,51,89,53,100,16,87,42,5,15,28,34,88,19,99,23,14,81,36,2,84,55,28,84,27,89,3,35,21,85,12,71,82,80,50,18,87,57,64,98,89,97,31,59,86,37,47,96,59,43,77,71,61,2,54,4,5,79,99,74,53,40,76,61,67,11,80,80,96,27,65,21,31,10,12,94,42,15,6,4,40,50,21,0,32,91,66,4,34,47,55,40,8,66,85,20,59,57,0,49,41,49,100,85,73,50,99,46,56,48,37,20,92,31,22,58,6,21,20,20,72,79,54,96,18,25,74,22,98,82,79,45,54,83,32,92,16,94,31,77,78,35,36,68,50,47,5,93,85,87,9,36,62,25,93,25,16,2,58,32,61,20,86,41,39,33,82,78,28,97,84,76,33,49,14,27,63,33,8,16,79,35,31,52,33,10,1,73,87,49,46,45,2,65,17,72,49,39,14,90,54,31
